gene_id,CAZyme1,CAZyme2,substrate,bacteria,contig_id,gene,depth,Site
k71_96518_5706,GT15,NA,NA,Sodalis,k71_96518,5706,310,S7
k71_97143_6891,GH2,NA,NA,Pantoea,k71_97143,6891,3.1,S7
k71_97724_8048,GH32,NA,NA,Curtobacterium,k71_97724,8048,27,S7
k71_97724_8049,GH34,NA,NA,Curtobacterium,k71_97724,8049,3,S7
k71_97954_8478,GT35,NA,NA,Curtobacterium,k71_97954,8478,4.1,S7
k71_99872_12425,CBM32,NA,NA,Sodalis,k71_99872,12425,280,S7
k71_99872_12428,GH24,NA,NA,Sodalis,k71_99872,12428,300,S7
k71_100324_13298,GH36,NA,NA,Acinetobacter,k71_100324,13298,2.7,S8
k71_168013_21444,GT4,NA,NA,Rosenbergiella,k71_168013,21444,1.4,S8
k71_192280_7210,CE1,NA,NA,Acinetobacter,k71_192280,7210,2.2,S8
k71_272502_13702,CBM50,NA,NA,Rosenbergiella,k71_272502,13702,1.4,S8
k71_281712_33563,GH24,NA,NA,Rosenbergiella,k71_281712,33563,1.8,S8
k71_373819_30987,GH13,NA,NA,Rosenbergiella,k71_373819,30987,1.5,S8
k71_7667_20941,GH24,NA,NA,Erwinia,k71_7667,20941,3.1,S8
k71_101502_16069,GH0,NA,NA,Rosenbergiella,k71_101502,16069,5.2,S9
k71_103500_21485,GH24,NA,NA,Franconibacter,k71_103500,21485,22,S9
k71_103500_21486,GH24,NA,NA,Franconibacter,k71_103500,21486,57,S9
k71_103500_21495,GH58,NA,NA,Franconibacter,k71_103500,21495,77,S9
k71_103500_21500,GH0,NA,NA,Franconibacter,k71_103500,21500,77,S9
k71_103500_21504,GT4,NA,NA,Franconibacter,k71_103500,21504,81,S9
k71_104548_24254,GT4,NA,NA,Sodalis,k71_104548,24254,72,S9
k71_104548_24257,CE9,NA,host glycan,Sodalis,k71_104548,24257,72,S9
k71_104548_24258,GH3,NA,NA,Sodalis,k71_104548,24258,72,S9
k71_104548_24259,GH4,NA,NA,Sodalis,k71_104548,24259,75,S9
k71_104548_24260,CE8,NA,NA,Sodalis,k71_104548,24260,80,S9
k71_104553_24385,GT4,NA,NA,Sodalis,k71_104553,24385,47,S9
k71_104553_24393,GH12,NA,NA,Sodalis,k71_104553,24393,72,S9
k71_104553_24394,GT2,NA,NA,Sodalis,k71_104553,24394,80,S9
k71_104553_24398,CBM50,NA,NA,Sodalis,k71_104553,24398,76,S9
k71_104553_24402,GH5_29,NA,NA,Sodalis,k71_104553,24402,72,S9
k71_104553_24410,CBM50,NA,NA,Sodalis,k71_104553,24410,65,S9
k71_104553_24411,CBM50,NA,NA,Sodalis,k71_104553,24411,65,S9
k71_104553_24413,CBM50,NA,NA,Sodalis,k71_104553,24413,70,S9
k71_104631_24680,GH47,NA,NA,Erwinia,k71_104631,24680,6.4,S9
k71_105021_26224,GT4,NA,NA,Sodalis,k71_105021,26224,51,S9
k71_105021_26225,GH16_22,NA,NA,Sodalis,k71_105021,26225,61,S9
k71_105755_28175,GT105,NA,NA,Rosenbergiella,k71_105755,28175,5.4,S9
k71_113410_7604,GH23,NA,NA,Sodalis,k71_113410,7604,180,S9
k71_116940_15267,CBM18,GH16_19,NA,Erwinia,k71_116940,15267,4.6,S9
k71_117457_16731,GH73,NA,NA,Rosenbergiella,k71_117457,16731,3.8,S9
k71_118410_18822,GT2,NA,NA,Rosenbergiella,k71_118410,18822,4.3,S9
k71_118514_18971,GH24,NA,NA,Sodalis,k71_118514,18971,57,S9
k71_119006_20074,GH73,NA,NA,Rosenbergiella,k71_119006,20074,3.2,S9
k71_122719_30256,GH31_15,NA,NA,Rosenbergiella,k71_122719,30256,4.2,S9
k71_125643_34832,GT4,NA,NA,Pantoea,k71_125643,34832,3.2,S9
k71_12669_35201,GH12,NA,NA,Erwinia,k71_12669,35201,5.5,S9
k71_129854_10046,GT2,NA,NA,Sodalis,k71_129854,10046,71,S9
k71_129973_10486,GH28,NA,NA,Sodalis,k71_129973,10486,150,S9
k71_129981_10493,GH28,NA,NA,Sodalis,k71_129981,10493,38,S9
k71_131082_13750,PL38,NA,NA,Erwinia,k71_131082,13750,3.5,S9
k71_132971_19347,GH171,NA,NA,Sodalis,k71_132971,19347,59,S9
k71_132971_19361,GT25,NA,NA,Sodalis,k71_132971,19361,72,S9
k71_13300_35905,GH135,NA,NA,Erwinia,k71_13300,35905,6.4,S9
k71_133050_19898,GH13_19,NA,NA,Sodalis,k71_133050,19898,60,S9
k71_133050_19899,GH32,NA,NA,Sodalis,k71_133050,19899,78,S9
k71_133050_19902,GH5_29,NA,NA,Sodalis,k71_133050,19902,67,S9
k71_133050_19903,GH5_29,NA,NA,Sodalis,k71_133050,19903,75,S9
k71_133050_19906,GH55_1,NA,NA,Sodalis,k71_133050,19906,80,S9
k71_133050_19908,GH18,NA,NA,Sodalis,k71_133050,19908,56,S9
k71_133050_19917,CE14,NA,NA,Sodalis,k71_133050,19917,75,S9
k71_133050_19936,GT1,NA,NA,Sodalis,k71_133050,19936,47,S9
k71_133050_19938,GH0,NA,NA,Sodalis,k71_133050,19938,53,S9
k71_133050_19939,GH13_5,NA,NA,Sodalis,k71_133050,19939,43,S9
k71_133050_19944,GT4,NA,NA,Sodalis,k71_133050,19944,52,S9
k71_133050_19948,GH2,NA,NA,Sodalis,k71_133050,19948,61,S9
k71_133050_19960,GH13_3,NA,NA,Sodalis,k71_133050,19960,52,S9
k71_133050_19961,GH13_3,NA,NA,Sodalis,k71_133050,19961,60,S9
k71_133050_19962,GT1,NA,NA,Sodalis,k71_133050,19962,55,S9
k71_133050_19968,CBM50,NA,NA,Sodalis,k71_133050,19968,52,S9
k71_133050_19977,GT4,NA,NA,Sodalis,k71_133050,19977,67,S9
k71_133050_19978,GH35,NA,NA,Sodalis,k71_133050,19978,50,S9
k71_133050_19979,GT19,NA,NA,Sodalis,k71_133050,19979,44,S9
k71_133050_19984,GH85,NA,NA,Sodalis,k71_133050,19984,59,S9
k71_133050_19989,GH117,NA,NA,Sodalis,k71_133050,19989,66,S9
k71_133050_20001,GT22,NA,NA,Sodalis,k71_133050,20001,58,S9
k71_133050_20002,GH36,NA,NA,Sodalis,k71_133050,20002,66,S9
k71_133050_20003,GH47,NA,NA,Sodalis,k71_133050,20003,60,S9
k71_133050_20008,AA3_2,NA,NA,Sodalis,k71_133050,20008,65,S9
k71_134759_24519,GH1,NA,NA,Rosenbergiella,k71_134759,24519,6,S9
k71_138879_34949,CE4,NA,NA,Sodalis,k71_138879,34949,66,S9
k71_138879_34950,GH3,NA,NA,Sodalis,k71_138879,34950,58,S9
k71_138879_34959,GH128,NA,NA,Sodalis,k71_138879,34959,64,S9
k71_138879_34964,GT4,NA,NA,Sodalis,k71_138879,34964,58,S9
k71_138879_34972,GH28,NA,NA,Sodalis,k71_138879,34972,70,S9
k71_138879_34978,GT1,NA,NA,Sodalis,k71_138879,34978,84,S9
k71_138879_34980,GH16,NA,NA,Sodalis,k71_138879,34980,46,S9
k71_138879_34981,GH16,NA,NA,Sodalis,k71_138879,34981,58,S9
k71_138879_34985,GH115,NA,NA,Sodalis,k71_138879,34985,47,S9
k71_138879_34989,PL0,NA,NA,Sodalis,k71_138879,34989,75,S9
k71_138879_34990,PL0,NA,NA,Sodalis,k71_138879,34990,42,S9
k71_138879_34996,GH13_5,NA,NA,Sodalis,k71_138879,34996,41,S9
k71_1393_5147,CBM50,NA,NA,Erwinia,k71_1393,5147,2,S9
k71_140744_36350,GH37,NA,NA,Erwinia,k71_140744,36350,3.9,S9
k71_142233_1658,GT0,NA,NA,Sodalis,k71_142233,1658,24,S9
k71_142233_1659,GT94,NA,NA,Sodalis,k71_142233,1659,67,S9
k71_142233_1660,GT4,NA,NA,Sodalis,k71_142233,1660,64,S9
k71_142233_1661,GT4,NA,NA,Sodalis,k71_142233,1661,77,S9
k71_142233_1662,GT121,NA,NA,Sodalis,k71_142233,1662,70,S9
k71_142233_1663,GT4,NA,NA,Sodalis,k71_142233,1663,75,S9
k71_145548_8279,AA1,NA,NA,Rosenbergiella,k71_145548,8279,4.7,S9
k71_146066_9521,GH103,NA,NA,Sodalis,k71_146066,9521,74,S9
k71_146637_11357,GT2,NA,NA,Sodalis,k71_146637,11357,82,S9
k71_146637_11361,GH28,NA,NA,Sodalis,k71_146637,11361,75,S9
k71_146637_11367,GT2,NA,NA,Sodalis,k71_146637,11367,68,S9
k71_146637_11373,GH13,NA,NA,Sodalis,k71_146637,11373,84,S9
k71_146637_11382,CE8,NA,NA,Sodalis,k71_146637,11382,69,S9
k71_146637_11383,GH3,NA,NA,Sodalis,k71_146637,11383,59,S9
k71_146637_11421,GT4,NA,NA,Sodalis,k71_146637,11421,85,S9
k71_146637_11423,GH1,NA,NA,Sodalis,k71_146637,11423,60,S9
k71_146637_11429,GH47,NA,NA,Sodalis,k71_146637,11429,79,S9
k71_146637_11438,GT2,NA,NA,Sodalis,k71_146637,11438,89,S9
k71_146637_11439,GT30,NA,NA,Sodalis,k71_146637,11439,78,S9
k71_146637_11440,GT4,NA,NA,Sodalis,k71_146637,11440,78,S9
k71_146637_11441,GT9,NA,NA,Sodalis,k71_146637,11441,88,S9
k71_146637_11443,GT2,NA,NA,Sodalis,k71_146637,11443,79,S9
k71_146637_11444,GT4,NA,NA,Sodalis,k71_146637,11444,74,S9
k71_146637_11445,CE4,NA,NA,Sodalis,k71_146637,11445,66,S9
k71_146637_11446,GT121,NA,NA,Sodalis,k71_146637,11446,33,S9
k71_146637_11447,GT121,NA,NA,Sodalis,k71_146637,11447,65,S9
k71_146637_11448,GT73,NA,NA,Sodalis,k71_146637,11448,67,S9
k71_146637_11449,GT9,NA,NA,Sodalis,k71_146637,11449,65,S9
k71_146637_11450,GT9,NA,NA,Sodalis,k71_146637,11450,68,S9
k71_146637_11451,GT9,NA,NA,Sodalis,k71_146637,11451,76,S9
k71_146637_11452,GT35,NA,NA,Sodalis,k71_146637,11452,72,S9
k71_146637_11453,GT4,NA,NA,Sodalis,k71_146637,11453,76,S9
k71_146637_11454,GT4,NA,NA,Sodalis,k71_146637,11454,75,S9
k71_146637_11456,CBM50,NA,NA,Sodalis,k71_146637,11456,72,S9
k71_146637_11458,GT22,NA,NA,Sodalis,k71_146637,11458,17,S9
k71_146637_11461,GT2,NA,NA,Sodalis,k71_146637,11461,73,S9
k71_146637_11462,CBM50,GH73,NA,Sodalis,k71_146637,11462,64,S9
k71_146637_11464,GT2,NA,NA,Sodalis,k71_146637,11464,68,S9
k71_146637_11468,GH28,NA,NA,Sodalis,k71_146637,11468,43,S9
k71_146637_11473,GH76,NA,NA,Sodalis,k71_146637,11473,78,S9
k71_146637_11478,GH172,NA,NA,Sodalis,k71_146637,11478,73,S9
k71_146637_11482,GH47,NA,NA,Sodalis,k71_146637,11482,81,S9
k71_147174_12487,GT2,NA,NA,Sodalis,k71_147174,12487,57,S9
k71_147174_12494,GH30_7,NA,NA,Sodalis,k71_147174,12494,51,S9
k71_147174_12517,GT4,NA,NA,Sodalis,k71_147174,12517,47,S9
k71_147174_12522,GT121,NA,NA,Sodalis,k71_147174,12522,52,S9
k71_147174_12523,GT2,NA,NA,Sodalis,k71_147174,12523,63,S9
k71_147174_12525,GH131,NA,NA,Sodalis,k71_147174,12525,85,S9
k71_147174_12526,GH31_1,NA,NA,Sodalis,k71_147174,12526,63,S9
k71_147174_12527,GH3,NA,NA,Sodalis,k71_147174,12527,75,S9
k71_147174_12535,GH2,NA,NA,Sodalis,k71_147174,12535,58,S9
k71_147174_12536,GH2,NA,beta-galactan,Sodalis,k71_147174,12536,74,S9
k71_147174_12537,GH2,NA,NA,Sodalis,k71_147174,12537,72,S9
k71_147174_12539,GH2,NA,NA,Sodalis,k71_147174,12539,49,S9
k71_147174_12540,GH36,NA,NA,Sodalis,k71_147174,12540,67,S9
k71_147174_12547,CBM12,NA,NA,Sodalis,k71_147174,12547,77,S9
k71_147174_12550,GH5_7,NA,NA,Sodalis,k71_147174,12550,74,S9
k71_147174_12554,GT2,NA,NA,Sodalis,k71_147174,12554,85,S9
k71_147174_12556,CBM50,NA,NA,Sodalis,k71_147174,12556,58,S9
k71_147174_12566,GT71,NA,NA,Sodalis,k71_147174,12566,68,S9
k71_147174_12567,GT2,NA,NA,Sodalis,k71_147174,12567,60,S9
k71_147174_12571,GH13_11,NA,NA,Sodalis,k71_147174,12571,77,S9
k71_147174_12573,GT2,NA,NA,Sodalis,k71_147174,12573,73,S9
k71_147174_12575,GT5,NA,NA,Sodalis,k71_147174,12575,73,S9
k71_147174_12576,GT1,NA,NA,Sodalis,k71_147174,12576,74,S9
k71_147174_12577,GH23,NA,peptidoglycan,Sodalis,k71_147174,12577,68,S9
k71_147174_12578,GH13,NA,NA,Sodalis,k71_147174,12578,60,S9
k71_147174_12580,GH13_31,NA,NA,Sodalis,k71_147174,12580,64,S9
k71_147174_12581,GH3,NA,NA,Sodalis,k71_147174,12581,63,S9
k71_147174_12584,CBM6,GH92,NA,Sodalis,k71_147174,12584,58,S9
k71_148195_15394,CBM50,NA,NA,Sodalis,k71_148195,15394,71,S9
k71_148195_15395,CE4,NA,NA,Sodalis,k71_148195,15395,77,S9
k71_148195_15396,GH20,NA,NA,Sodalis,k71_148195,15396,74,S9
k71_148195_15403,GH38,NA,NA,Sodalis,k71_148195,15403,69,S9
k71_148195_15404,GH38,NA,NA,Sodalis,k71_148195,15404,37,S9
k71_148195_15405,GH5_19,NA,NA,Sodalis,k71_148195,15405,76,S9
k71_148195_15411,GT4,NA,NA,Sodalis,k71_148195,15411,80,S9
k71_148195_15413,GH186,NA,NA,Sodalis,k71_148195,15413,77,S9
k71_148195_15421,GH15,NA,NA,Sodalis,k71_148195,15421,60,S9
k71_148195_15427,GH36,NA,NA,Sodalis,k71_148195,15427,61,S9
k71_148195_15435,CBM20,NA,NA,Sodalis,k71_148195,15435,85,S9
k71_148195_15445,AA3_2,NA,NA,Sodalis,k71_148195,15445,92,S9
k71_148195_15447,GH171,NA,NA,Sodalis,k71_148195,15447,66,S9
k71_148195_15458,GH23,NA,NA,Sodalis,k71_148195,15458,77,S9
k71_148195_15463,CBM32,NA,NA,Sodalis,k71_148195,15463,64,S9
k71_148489_16157,GH76,NA,NA,Sodalis,k71_148489,16157,70,S9
k71_148489_16168,CBM48,GH13_11,NA,Sodalis,k71_148489,16168,43,S9
k71_148489_16169,GH13_11,NA,"sucrose, starch, starch",Sodalis,k71_148489,16169,82,S9
k71_148489_16184,GH2,NA,NA,Sodalis,k71_148489,16184,64,S9
k71_148524_16291,GH24,NA,NA,Sodalis,k71_148524,16291,59,S9
k71_149312_18634,GT4,NA,NA,Sodalis,k71_149312,18634,96,S9
k71_149312_18642,CE14,NA,NA,Sodalis,k71_149312,18642,97,S9
k71_149312_18645,GT34,NA,NA,Sodalis,k71_149312,18645,110,S9
k71_150164_21185,GH1,NA,NA,Sodalis,k71_150164,21185,60,S9
k71_151286_24110,GT1,NA,NA,Erwinia,k71_151286,24110,4.4,S9
k71_151648_24989,GT4,NA,NA,Sodalis,k71_151648,24989,93,S9
k71_153283_28116,GH20,NA,NA,Sodalis,k71_153283,28116,67,S9
k71_153283_28125,AA4,NA,NA,Sodalis,k71_153283,28125,62,S9
k71_153283_28128,CE14,NA,NA,Sodalis,k71_153283,28128,57,S9
k71_153283_28135,AA3_2,NA,NA,Sodalis,k71_153283,28135,73,S9
k71_153283_28145,GT2,NA,NA,Sodalis,k71_153283,28145,64,S9
k71_153283_28149,GT1,NA,NA,Sodalis,k71_153283,28149,47,S9
k71_153283_28150,GT77,NA,NA,Sodalis,k71_153283,28150,53,S9
k71_153283_28156,GH4,NA,NA,Sodalis,k71_153283,28156,65,S9
k71_153283_28159,GH72,NA,NA,Sodalis,k71_153283,28159,40,S9
k71_157365_381,CE4,NA,NA,Rosenbergiella,k71_157365,381,3.4,S9
k71_15763_74,GT0,NA,NA,Rosenbergiella,k71_15763,74,3.5,S9
k71_158415_2489,GH23,NA,NA,Sodalis,k71_158415,2489,270,S9
k71_15962_344,GT8,NA,NA,Sodalis,k71_15962,344,120,S9
k71_15962_346,GH3,NA,NA,Sodalis,k71_15962,346,130,S9
k71_15962_347,GH0,NA,NA,Sodalis,k71_15962,347,130,S9
k71_160346_6555,CBM1,GH45_1,NA,Sodalis,k71_160346,6555,84,S9
k71_160346_6558,GT4,NA,NA,Sodalis,k71_160346,6558,69,S9
k71_162184_10335,GH38,NA,NA,Sodalis,k71_162184,10335,71,S9
k71_162184_10357,GH55_2,NA,NA,Sodalis,k71_162184,10357,81,S9
k71_162184_10358,AA1_3,NA,NA,Sodalis,k71_162184,10358,58,S9
k71_162674_11168,CBM50,NA,NA,Sodalis,k71_162674,11168,58,S9
k71_162674_11172,GH13_3,NA,NA,Sodalis,k71_162674,11172,64,S9
k71_162674_11174,GH15,NA,NA,Sodalis,k71_162674,11174,2,S9
k71_162674_11175,GH15,NA,NA,Sodalis,k71_162674,11175,60,S9
k71_162674_11176,GH15,NA,NA,Sodalis,k71_162674,11176,39,S9
k71_162674_11178,GT9,NA,NA,Sodalis,k71_162674,11178,37,S9
k71_162674_11181,GH73,NA,NA,Sodalis,k71_162674,11181,61,S9
k71_162674_11185,GT9,NA,NA,Sodalis,k71_162674,11185,63,S9
k71_162674_11188,GH5_27,NA,NA,Sodalis,k71_162674,11188,76,S9
k71_162674_11190,GT8,NA,NA,Sodalis,k71_162674,11190,87,S9
k71_162674_11191,AA1,NA,NA,Sodalis,k71_162674,11191,75,S9
k71_162674_11192,GT4,NA,NA,Sodalis,k71_162674,11192,68,S9
k71_162674_11193,GT51,NA,NA,Sodalis,k71_162674,11193,72,S9
k71_162674_11212,GH23,NA,NA,Sodalis,k71_162674,11212,77,S9
k71_162674_11214,GT9,NA,NA,Sodalis,k71_162674,11214,69,S9
k71_169697_24521,GT8,NA,NA,Rosenbergiella,k71_169697,24521,2.4,S9
k71_169739_24696,GT9,NA,NA,Erwinia,k71_169739,24696,4.2,S9
k71_169859_25127,GH0,NA,NA,Sodalis,k71_169859,25127,64,S9
k71_171043_27501,GT121,NA,NA,Rosenbergiella,k71_171043,27501,3,S9
k71_171958_29622,GH1,NA,NA,Sodalis,k71_171958,29622,76,S9
k71_171958_29635,GH1,NA,NA,Sodalis,k71_171958,29635,68,S9
k71_171958_29636,GH23,NA,peptidoglycan,Sodalis,k71_171958,29636,81,S9
k71_171958_29640,GH39,NA,NA,Sodalis,k71_171958,29640,78,S9
k71_171958_29644,GT15,NA,NA,Sodalis,k71_171958,29644,80,S9
k71_171958_29652,GT1,NA,NA,Sodalis,k71_171958,29652,71,S9
k71_171958_29653,GT4,NA,NA,Sodalis,k71_171958,29653,65,S9
k71_171958_29657,GT0,NA,NA,Sodalis,k71_171958,29657,72,S9
k71_171958_29664,GH89,NA,NA,Sodalis,k71_171958,29664,73,S9
k71_171958_29674,GT2,NA,NA,Sodalis,k71_171958,29674,51,S9
k71_171958_29677,GH20,NA,NA,Sodalis,k71_171958,29677,82,S9
k71_171958_29684,GT1,NA,NA,Sodalis,k71_171958,29684,59,S9
k71_171958_29690,GH13_22,GT5,NA,Sodalis,k71_171958,29690,56,S9
k71_171958_29691,GT2,NA,NA,Sodalis,k71_171958,29691,9.3,S9
k71_171958_29692,GT2,NA,NA,Sodalis,k71_171958,29692,80,S9
k71_171958_29693,GT2,NA,NA,Sodalis,k71_171958,29693,55,S9
k71_171958_29694,GH31_4,NA,NA,Sodalis,k71_171958,29694,78,S9
k71_171958_29698,GT2,NA,NA,Sodalis,k71_171958,29698,55,S9
k71_171958_29700,GH32,NA,NA,Sodalis,k71_171958,29700,78,S9
k71_171958_29705,CBM50,NA,NA,Sodalis,k71_171958,29705,76,S9
k71_171958_29707,GT119,NA,NA,Sodalis,k71_171958,29707,65,S9
k71_171958_29709,GT119,NA,NA,Sodalis,k71_171958,29709,66,S9
k71_171958_29710,GT119,NA,NA,Sodalis,k71_171958,29710,68,S9
k71_171958_29711,GT28,NA,NA,Sodalis,k71_171958,29711,52,S9
k71_171958_29712,GT28,NA,NA,Sodalis,k71_171958,29712,76,S9
k71_171958_29716,CE11,NA,exo-polysaccharide,Sodalis,k71_171958,29716,72,S9
k71_171958_29719,CBM26,NA,NA,Sodalis,k71_171958,29719,69,S9
k71_171958_29721,GH5_38,3.2.1.4,NA,Sodalis,k71_171958,29721,40,S9
k71_171958_29724,GH23,NA,NA,Sodalis,k71_171958,29724,51,S9
k71_171958_29725,GT4,NA,NA,Sodalis,k71_171958,29725,66,S9
k71_171958_29731,GH24,NA,NA,Sodalis,k71_171958,29731,55,S9
k71_171958_29733,GT4,NA,NA,Sodalis,k71_171958,29733,65,S9
k71_174033_3157,GH17,NA,NA,Sodalis,k71_174033,3157,79,S9
k71_174033_3166,GH92,NA,NA,Sodalis,k71_174033,3166,65,S9
k71_174033_3168,GH4,NA,NA,Sodalis,k71_174033,3168,30,S9
k71_174033_3178,GH2,NA,NA,Sodalis,k71_174033,3178,61,S9
k71_174033_3187,CBM50,NA,NA,Sodalis,k71_174033,3187,58,S9
k71_174033_3192,GH1,NA,NA,Sodalis,k71_174033,3192,65,S9
k71_174033_3193,GH25,NA,NA,Sodalis,k71_174033,3193,63,S9
k71_174033_3195,GH23,NA,NA,Sodalis,k71_174033,3195,64,S9
k71_174033_3196,GH23,NA,NA,Sodalis,k71_174033,3196,71,S9
k71_174033_3202,GT2,NA,NA,Sodalis,k71_174033,3202,70,S9
k71_174033_3203,GT2,NA,NA,Sodalis,k71_174033,3203,69,S9
k71_174033_3204,GT4,NA,NA,Sodalis,k71_174033,3204,68,S9
k71_174033_3205,GT2,NA,NA,Sodalis,k71_174033,3205,64,S9
k71_174122_3493,GH152,NA,NA,Erwinia,k71_174122,3493,5.6,S9
k71_175835_6139,GH152,NA,NA,Curtobacterium,k71_175835,6139,3.2,S9
k71_178634_12265,CBM50,NA,NA,Erwinia,k71_178634,12265,3.7,S9
k71_179285_14348,AA6,NA,NA,Pantoea,k71_179285,14348,240,S9
k71_179285_14352,GT2,NA,NA,Pantoea,k71_179285,14352,250,S9
k71_179662_15003,GH23,NA,NA,Arsenophonus,k71_179662,15003,260,S9
k71_179784_15362,AA9,NA,NA,Sodalis,k71_179784,15362,66,S9
k71_179784_15371,GT4,NA,NA,Sodalis,k71_179784,15371,70,S9
k71_179784_15372,GH1,NA,NA,Sodalis,k71_179784,15372,64,S9
k71_180187_16646,GT4,NA,NA,Rosenbergiella,k71_180187,16646,3.1,S9
k71_183983_24677,GH20,NA,NA,Sodalis,k71_183983,24677,70,S9
k71_186733_30328,AA3_3,NA,NA,Sodalis,k71_186733,30328,81,S9
k71_186733_30339,GT0,NA,NA,Sodalis,k71_186733,30339,66,S9
k71_192168_6961,GH24,NA,NA,Arsenophonus,k71_192168,6961,140,S9
k71_192168_6962,AA10,NA,NA,Arsenophonus,k71_192168,6962,110,S9
k71_192274_7158,CBM50,NA,NA,Rosenbergiella,k71_192274,7158,2.9,S9
k71_195161_14502,GH27,NA,NA,Sodalis,k71_195161,14502,66,S9
k71_195161_14504,GH0,NA,NA,Sodalis,k71_195161,14504,74,S9
k71_195626_15638,GT106,NA,NA,Sodalis,k71_195626,15638,96,S9
k71_195626_15646,AA3_2,NA,NA,Sodalis,k71_195626,15646,65,S9
k71_195626_15647,AA3_2,NA,NA,Sodalis,k71_195626,15647,79,S9
k71_195626_15656,GT4,NA,NA,Sodalis,k71_195626,15656,110,S9
k71_195626_15658,GH20,NA,NA,Sodalis,k71_195626,15658,110,S9
k71_197049_19035,GH3,NA,NA,Rosenbergiella,k71_197049,19035,3.2,S9
k71_197225_19696,CBM13,NA,NA,Erwinia,k71_197225,19696,5.3,S9
k71_197958_22264,GT1,NA,NA,Erwinia,k71_197958,22264,5.4,S9
k71_199154_25564,GT2,NA,NA,Rosenbergiella,k71_199154,25564,3,S9
k71_200356_28245,GH23,NA,NA,Xenorhabdus,k71_200356,28245,260,S9
k71_200356_28252,GH23,NA,NA,Xenorhabdus,k71_200356,28252,210,S9
k71_200356_28258,GH23,NA,NA,Xenorhabdus,k71_200356,28258,250,S9
k71_201348_30844,GH3,NA,NA,Erwinia,k71_201348,30844,3.2,S9
k71_201555_31369,GH23,NA,NA,Sodalis,k71_201555,31369,90,S9
k71_201555_31378,CBM50,NA,NA,Sodalis,k71_201555,31378,79,S9
k71_201555_31382,CBM48,GH13_8,NA,Sodalis,k71_201555,31382,79,S9
k71_201555_31397,GH13_25,GH133,NA,Sodalis,k71_201555,31397,79,S9
k71_201555_31402,GT2,NA,NA,Sodalis,k71_201555,31402,80,S9
k71_201555_31404,GH76,NA,NA,Sodalis,k71_201555,31404,76,S9
k71_201878_32243,GH72,NA,NA,Sodalis,k71_201878,32243,73,S9
k71_201878_32248,AA3_2,NA,NA,Sodalis,k71_201878,32248,57,S9
k71_201878_32249,GH0,NA,NA,Sodalis,k71_201878,32249,37,S9
k71_201878_32250,AA9,NA,NA,Sodalis,k71_201878,32250,68,S9
k71_201878_32268,GT2,NA,NA,Sodalis,k71_201878,32268,79,S9
k71_201878_32269,GT51,NA,NA,Sodalis,k71_201878,32269,79,S9
k71_201878_32270,GT4,NA,NA,Sodalis,k71_201878,32270,67,S9
k71_203983_35959,GT15,NA,NA,Rosenbergiella,k71_203983,35959,3.2,S9
k71_204092_36086,GT1,NA,NA,Rosenbergiella,k71_204092,36086,4.2,S9
k71_20937_13057,GT4,NA,NA,Rosenbergiella,k71_20937,13057,76,S9
k71_20937_13058,GH32,NA,NA,Rosenbergiella,k71_20937,13058,62,S9
k71_211691_13752,GH13_18,NA,NA,Erwinia,k71_211691,13752,4.7,S9
k71_21256_13721,GH16_3,NA,NA,Sodalis,k71_21256,13721,53,S9
k71_213226_16300,GH133,GH13,NA,Sodalis,k71_213226,16300,56,S9
k71_213429_16794,GT2,NA,NA,Erwinia,k71_213429,16794,3.7,S9
k71_213519_16949,GT2,NA,NA,Sodalis,k71_213519,16949,65,S9
k71_213519_16950,GT9,NA,NA,Sodalis,k71_213519,16950,65,S9
k71_213519_16957,GH5_19,NA,NA,Sodalis,k71_213519,16957,73,S9
k71_213519_16958,GT4,NA,NA,Sodalis,k71_213519,16958,64,S9
k71_213519_16959,GT4,NA,NA,Sodalis,k71_213519,16959,72,S9
k71_213519_16960,GT4,NA,NA,Sodalis,k71_213519,16960,68,S9
k71_213519_16961,GT4,NA,NA,Sodalis,k71_213519,16961,75,S9
k71_213519_16962,GT2,NA,NA,Sodalis,k71_213519,16962,94,S9
k71_213519_16965,GT4,NA,NA,Sodalis,k71_213519,16965,28,S9
k71_216345_20068,GH73,NA,NA,Erwinia,k71_216345,20068,3.7,S9
k71_21726_14613,CBM20,NA,NA,Erwinia,k71_21726,14613,4.5,S9
k71_219745_25402,GH1,NA,NA,Sodalis,k71_219745,25402,66,S9
k71_219745_25405,GH13,NA,NA,Sodalis,k71_219745,25405,57,S9
k71_219745_25411,GT4,NA,NA,Sodalis,k71_219745,25411,86,S9
k71_220321_641,GH73,NA,NA,Erwinia,k71_220321,641,5.6,S9
k71_22155_15047,GT32,NA,NA,Rosenbergiella,k71_22155,15047,4.3,S9
k71_222536_4961,GH3,NA,NA,Sodalis,k71_222536,4961,130,S9
k71_222536_4972,CE1,NA,NA,Sodalis,k71_222536,4972,110,S9
k71_224737_11015,CBM50,NA,NA,Sodalis,k71_224737,11015,120,S9
k71_224737_11023,CE1,NA,NA,Sodalis,k71_224737,11023,100,S9
k71_224737_11024,GH15,NA,NA,Sodalis,k71_224737,11024,90,S9
k71_225574_13389,CBM5,NA,NA,Sodalis,k71_225574,13389,71,S9
k71_225574_13390,CBM5,NA,NA,Sodalis,k71_225574,13390,68,S9
k71_225574_13391,GT1,NA,NA,Sodalis,k71_225574,13391,71,S9
